1 0
1 0
1 0
2 -2.96788
1 0
2 47.8508
2 -0.389367
3 -4.50061
3 1.71496
4 -0.423204
1 0
2 0
3 -2.96788
2 0
3 47.8508
3 -0.389367
4 -4.50061
4 1.71496
5 -0.423204
1 0
1 0
1 0
2 1.37234
1 0
2 1220.27
2 -0.171468
3 0.994183
3 183.718
4 922.589
1 0
2 0.082612
3 1.03612
2 0.0948399
3 863.95
3 -0.166836
4 0.535177
4 78.2874
5 435.081
1 0
1 0
1 0
2 -2.99888
1 0
2 47.8508
2 -0.330058
3 -4.31937
3 9.70117
4 1.67529
1 0
2 -0.405117
3 -4.61757
2 0.625413
3 156.658
3 -0.712907
4 -5.84606
4 11.7093
5 2.17733
1 0
1 0
1 0
2 1.37234
1 0
2 1220.27
2 -0.171468
3 0.994183
3 183.718
4 922.589
1 0
2 0.172102
3 1.13444
2 0.135578
3 1111.16
3 -0.0395706
4 0.715388
4 128.396
5 629.804
1 0
1 0
1 0
2 -0.364894
1 0
2 -1239.88
2 0
3 -0.453874
3 -570.691
4 -723.789
1 0
2 0
3 -0.364894
2 0
3 -1239.88
3 0
4 -0.453874
4 -570.691
5 -723.789
1 0
1 0
1 0
2 -1.17124
1 0
2 -1239.88
2 0
3 -5.33446
3 -570.691
4 -2019.53
1 0
2 0
3 -1.17124
2 0
3 -1239.88
3 0
4 -5.33446
4 -570.691
5 -2019.53
1 0
1 0
1 0
2 4.82898
1 0
2 -1239.88
2 0
3 17.5447
3 -570.691
4 0
1 0
2 0
3 4.82898
2 0
3 -1239.88
3 0
4 17.5447
4 -570.691
5 0
1 0
1 0
1 0
2 -0.224843
1 0
2 -1239.88
2 0
3 0.0336264
3 -570.691
4 -727.201
1 0
2 0
3 -0.224843
2 0
3 -1239.88
3 0
4 0.0336264
4 -570.691
5 -727.201
1 0
1 0
1 0
2 -11.8033
2 2.99021
3 -2.23414
1 0
2 0.280018
2 0.446364
3 -4.51507
3 4.85471
4 0.0619614
1 0
1 0
1 0
2 -11.8033
2 3.79155
3 -1.58793
1 0
2 0.560722
2 1.33967
3 -1.58457
3 5.11081
4 -2.97757
1 0
1 0
1 0
2 -11.8033
2 1.7614
3 -3.85088
1 0
2 0.0261477
2 0.141062
3 -10.2524
3 2.42467
4 -3.17975
1 0
1 0
1 0
2 -76.0509
1 0
2 -11.8033
2 -0.0134848
3 -82.2698
3 -8.64457
4 -751.146
1 0
2 0.300636
3 -56.7647
2 0.446364
3 -4.51507
3 0.618494
4 -49.3198
4 -2.26289
5 -237.708
1 0
1 0
1 0
2 -3.14143
1 0
2 -11.8033
2 -1.09285
3 -9.84281
3 -20.77
4 -20
1 0
2 0.534736
3 -5.311
2 1.33967
3 -1.58457
3 0.146222
4 -11.4159
4 -8.18504
5 -5
1 0
1 0
1 0
2 -61.9163
1 0
2 -11.8033
2 0.00624604
3 -62.7411
3 -9.71902
4 -670.377
1 0
2 0.0399984
3 -58.6002
2 0.141062
3 -10.2524
3 0.180735
4 -52.9742
4 -8.12774
5 -562.691
1 0
1 0
1 0
2 -3
1 0
2 0
2 1.38873
3 -0.674529
3 1.38873
4 -0.674529
1 0
2 1.44977
3 -0.632804
2 0.280018
3 0.280018
3 2.29267
4 -0.214821
4 2.29267
5 -0.214821
1 0
1 0
1 0
2 -3
1 0
2 0
2 -0.295939
3 -4.18376
3 -0.295939
4 -4.18376
1 -2.22045e-16
2 224.332
3 55.3329
2 0.0301694
3 0.0301694
3 288.056
4 71.2641
4 288.056
5 71.2641
1 0
1 0
1 0
2 91.6153
1 0
2 0
2 0.232887
3 130.552
3 0.232887
4 130.552
1 0
2 0.938457
3 65.6588
2 0.0261477
3 0.0261477
3 1.5314
4 92.9977
4 1.5314
5 92.9977
1 0
1 0
1 0
2 0
2 1.40842
3 0.294807
1 0
2 -26.9409
3 -96.2119
4 -5
1 0
2 -0.0570903
2 1.33967
3 0.934502
3 -1.10594
4 -3.91326
3 -21.6386
