1 0
1 0
1 0
2 0.00809575
1 0
2 5519.14
2 636276
3 642852
3 2.7121e+08
4 2.80759e+08
1 0
2 0
3 0.00809575
2 0
3 5519.14
3 636276
4 642852
4 2.7121e+08
5 2.80759e+08
1 0
1 0
1 0
2 8.48935
1 0
2 138002
2 754626
3 7.0516e+06
3 1.84523e+10
4 3.69046e+11
1 0
2 2.8215
3 27.749
2 2.86466
3 345008
3 2.67432e+06
4 1.9162e+07
4 2.7958e+10
5 6.15076e+11
1 0
1 0
1 0
2 0.000280725
1 0
2 5519.14
2 664648
3 664756
3 1.06899e+09
4 1.06899e+09
1 0
2 3.59412
3 3.59649
2 9.49249
3 115002
3 3.33153e+06
4 3.33424e+06
4 8.19557e+09
5 8.19557e+09
1 0
1 0
1 0
2 8.48935
1 0
2 138002
2 754626
3 7.0516e+06
3 1.84523e+10
4 3.69046e+11
1 0
2 1.14516
3 14.6257
2 1.07832
3 230005
3 1.55634e+06
4 1.11015e+07
4 2.36568e+10
5 4.61307e+11
1 0
1 0
1 0
2 16.6135
1 0
2 107.125
2 338561
3 5.59831e+06
3 7.94571e+07
4 1.5067e+09
1 0
2 0
3 16.6135
2 0
3 107.125
3 338561
4 5.59831e+06
4 7.94571e+07
5 1.5067e+09
1 0
1 0
1 0
2 45.253
1 0
2 107.125
2 338561
3 5.36754e+06
3 7.94571e+07
4 2.25775e+09
1 0
2 0
3 45.253
2 0
3 107.125
3 338561
4 5.36754e+06
4 7.94571e+07
5 2.25775e+09
1 0
1 0
1 0
2 65227.2
1 0
2 107.125
2 338561
3 7.0259e+10
3 7.94571e+07
4 1.18035e+13
1 0
2 0
3 65227.2
2 0
3 107.125
3 338561
4 7.0259e+10
4 7.94571e+07
5 1.18035e+13
1 0
1 0
1 0
2 1.26134
1 0
2 107.125
2 338561
3 969278
3 7.94571e+07
4 1.72778e+08
1 0
2 0
3 1.26134
2 0
3 107.125
3 338561
4 969278
4 7.94571e+07
5 1.72778e+08
1 0
1 0
1 0
2 348.311
2 1.13756e+06
3 3.94235e+08
1 0
2 2.195
2 2.61022
3 2023.13
3 4.16621e+06
4 3.37971e+09
1 0
1 0
1 0
2 348.311
2 1.36602e+06
3 4.92678e+08
1 0
2 9.07489
2 14.1032
3 11169.2
3 1.12459e+07
4 2.06925e+09
1 0
1 0
1 0
2 348.311
2 787243
3 2.62842e+08
1 0
2 0.483347
2 0.649462
3 573.54
3 1.41134e+06
4 4.40958e+08
1 0
1 0
1 0
2 0.466563
1 0
2 348.311
2 590918
3 812711
3 2.77713e+08
4 4.02398e+08
1 0
2 2.24647
3 3.88283
2 2.61022
3 2023.13
3 2.41942e+06
4 3.35692e+06
4 2.04896e+09
5 3.16481e+09
1 0
1 0
1 0
2 26.2852
1 0
2 348.311
2 286157
3 6.2414e+06
3 1.23033e+08
4 1.79277e+09
1 0
2 8.90714
3 114.583
2 14.1032
3 11169.2
3 4.43128e+06
4 3.51852e+07
4 1.88241e+09
5 6.27469e+09
1 0
1 0
1 0
2 0.796037
1 0
2 348.311
2 602628
3 1.0617e+06
3 2.49876e+08
4 4.50808e+08
1 0
2 0.503369
3 1.74072
2 0.649462
3 573.54
3 1.02219e+06
4 1.81247e+06
4 4.24179e+08
5 7.76157e+08
1 0
1 0
1 0
2 0
1 0
2 0
2 1.37245e+06
3 1.37245e+06
3 1.37245e+06
4 1.37245e+06
1 0
2 5.11479
3 5.11479
2 2.195
3 2.195
3 4.72206e+06
4 4.72206e+06
4 4.72206e+06
5 4.72206e+06
1 0
1 0
1 0
2 0
1 0
2 0
2 443346
3 443346
3 443346
4 443346
1 0
2 353.5
3 353.5
2 0.6207
3 0.6207
3 2.61279e+08
4 2.61279e+08
4 2.61279e+08
5 2.61279e+08
1 0
1 0
1 0
2 369.461
1 0
2 0
2 708355
3 3.02334e+08
3 708355
4 3.02334e+08
1 0
2 1.80213
3 384.434
2 0.483347
3 0.483347
3 2.10243e+06
