1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 0.00222213
3 -11.9506
4 -11.6114
1 0
2 0
3 0
2 0
3 0
3 -2.9736
4 -2.96479
4 -50.4607
5 -49.1128
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.0155033
3 -4.64381
4 -1.67781
1 0
2 0
3 -0.261383
2 0
3 -0.545864
3 -2.9555
4 -4.23853
4 -51.2154
5 -2
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.000118483
3 -2.43218
4 -2.43314
1 0
2 -2.22045e-16
3 0.000235204
2 0
3 0.985547
3 -4.66699
4 -4.66398
4 -2
5 -2
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.0155033
3 -4.64381
4 -1.67781
1 0
2 0
3 -0.302742
2 0
3 -0.24699
3 -2.95735
4 -4.26459
4 -34.9288
5 -3
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.0651923
3 1.17055
4 1.33678
1 0
2 0
3 0
2 0
3 0
3 -6.46779
4 -6.95463
4 -2.4405
5 -2.19576
1 0
1 0
1 0
2 2.22045e-16
1 0
2 0
2 0
3 -1.91744
3 1.17055
4 0.33344
1 0
2 0
3 2.22045e-16
2 0
3 0
3 -6.46779
4 -20.7869
4 -2.4405
5 -4.60039
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 2.18147
3 1.17055
4 3.94325
1 0
2 0
3 0
2 0
3 0
3 -6.46779
4 -1.34728
4 -2.4405
5 0
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 0.26603
3 1.17055
4 1.08718
1 0
2 0
3 0
2 0
3 0
3 -6.46779
4 -4.89858
4 -2.4405
5 -2.57793
1 0
1 0
1 0
2 0
2 0
3 -0.00793703
1 0
2 0
2 0
3 0.605065
3 -1.80439
4 -0.207574
1 0
1 0
1 0
2 0
2 2.22045e-16
3 0.032508
1 0
2 -2.22045e-16
2 0
3 1.11728
3 -4.29946
4 -4
1 0
1 0
1 0
2 0
2 2.22045e-16
3 -0.0462315
1 0
2 0
2 0
3 -0.00284642
3 -2.03215
4 -2.38999
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.0663315
3 0.345414
4 0.329274
1 0
2 0
3 0.0255556
2 0
3 0.605065
3 -3.9069
4 -4.18656
4 -1.02395
5 -0.921701
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.250985
3 0.230844
4 -0.521327
1 0
2 0
3 -1.33874
2 0
3 1.11728
3 -12.2253
4 -44.4467
4 -9.87509
5 -5
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 -0.0194378
3 0.187031
4 0.192378
1 0
2 0
3 0.0150397
2 0
3 -0.00284642
3 -3.24302
4 -3.29784
4 -2.57165
5 -2.50577
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 0
3 0
4 0
1 0
2 0
3 0
2 0
3 0
3 -3.19079
4 -3.19079
4 -3.19079
5 -3.19079
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 0
3 0
4 0
1 0
2 0
3 0
2 0
3 0
3 -2
4 -2
4 -2
5 -2
1 0
1 0
1 0
2 0
1 0
2 0
2 0
3 0.152106
3 0
4 0.152106
1 0
2 0
3 -1.69328
2 0
3 0
3 -2.45786
4 -7.62449
4 -2.45786
5 -7.62449
1 0
1 0
1 0
2 0
2 0
3 -0.860062
1 0
2 0
3 -2.4792
4 -5
1 0
2 0
2 0
3 -2.80654
3 -10
4 -86.1368
3 0.304679
4 -18.6174
5 -5
1 0
1 0
1 0
2 0
2 0
3 0.0838266
1 0
2 0
3 -2.4792
4 -3.92653
1 0
2 0
2 0
3 -0.772867
3 -3.34673
4 -5.53599
3 -2
4 -6.48008
5 -11
1 0
1 0
1 0
2 0
2 0
3 -0.860062
1 0
2 0
3 -2.4792
4 -5
1 0
2 0
2 0
3 -0.772867
3 -1
4 -32
3 -2
4 -6.48008
5 -1
1 0
1 0
1 0
2 0
2 0
